Rooms,Type,Price,Method,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude
3,t,1435000.0,S,11.4,3.0,3.0,2.0,307.0,177.0,2014.0,-37.91648,145.04927
2,u,592000.0,S,13.8,2.0,1.0,1.0,121.0,,,-37.91051,145.07138999999995
3,h,900000.0,S,13.8,3.0,2.0,2.0,264.0,,,-37.91155,145.076
4,h,1780000.0,S,13.8,4.0,2.0,2.0,577.0,,,-37.9145,145.05899
3,t,1260000.0,S,13.8,3.0,2.0,2.0,669.0,138.0,1960.0,-37.91289,145.08065
3,h,620000.0,S,35.2,3.0,1.0,2.0,792.0,101.0,1970.0,-38.03517,145.33886
2,u,600000.0,S,17.3,2.0,1.0,1.0,0.0,74.0,1960.0,-37.97853,145.0175
3,t,1215000.0,S,17.3,3.0,2.0,2.0,314.0,,,-37.97287,145.01648
2,u,615000.0,S,13.4,2.0,1.0,1.0,3316.0,85.0,1970.0,-37.8321,145.14444
3,h,790000.0,S,25.0,3.0,1.0,2.0,868.0,,,-37.85981,145.25475
4,h,770000.0,SP,25.0,4.0,2.0,2.0,723.0,1.0,1970.0,-37.8476,145.29493
4,h,1831000.0,S,10.9,4.0,1.0,1.0,662.0,,,-37.81995,145.13089
3,h,800000.0,S,8.6,3.0,1.0,2.0,591.0,,,-37.78062,144.84803
2,u,845000.0,SP,10.5,2.0,1.0,1.0,100.0,110.0,1960.0,-37.89569,144.99881000000005
1,u,495000.0,S,10.5,1.0,1.0,1.0,0.0,,1970.0,-37.91814,144.99297
2,u,760000.0,PI,10.5,2.0,1.0,1.0,138.0,,1980.0,-37.92545,145.00277
3,h,1240000.0,PI,10.5,3.0,2.0,2.0,206.0,,,-37.92894,145.00341
3,h,586000.0,S,14.0,3.0,1.0,1.0,677.0,,,-37.69265,144.92653
4,h,706000.0,S,14.0,4.0,1.0,4.0,752.0,115.0,1960.0,-37.67641,144.91435
3,h,550000.0,S,14.0,3.0,2.0,1.0,602.0,,,-37.68983,144.93499
4,h,456000.0,S,29.8,4.0,2.0,2.0,576.0,189.0,2010.0,-37.69104,144.54532
2,u,555000.0,S,6.4,2.0,2.0,1.0,207.0,,,-37.82001,144.84245
2,h,650000.0,S,5.2,2.0,1.0,1.0,108.0,70.0,1970.0,-37.75715,144.96823999999995
4,h,1080000.0,VB,5.2,4.0,2.0,0.0,256.0,,,-37.76861,144.96848
2,h,620000.0,S,4.0,2.0,1.0,1.0,123.0,79.0,1960.0,-37.7784,144.97404
2,h,683000.0,S,4.0,2.0,1.0,1.0,0.0,91.0,1970.0,-37.77818,144.97412
2,h,501000.0,S,4.0,2.0,1.0,1.0,71.0,47.0,1970.0,-37.77169,144.97557
2,u,615000.0,SP,4.0,2.0,1.0,1.0,0.0,70.0,2008.0,-37.77887,144.97797
2,h,1220000.0,SP,4.0,2.0,1.0,1.0,459.0,,,-37.76695,144.98203999999996
2,h,1150000.0,S,5.2,2.0,1.0,1.0,539.0,107.0,1940.0,-37.77279,144.94069
2,u,400000.0,VB,5.2,2.0,2.0,1.0,0.0,,,-37.75201,144.9336
3,h,1750500.0,S,10.4,3.0,1.0,2.0,719.0,,,-37.85156,145.13054
3,u,835000.0,S,14.7,3.0,2.0,2.0,347.0,143.0,2000.0,-37.85377,145.15511999999995
3,h,640000.0,S,14.8,3.0,2.0,2.0,316.0,170.0,2008.0,-37.76048,144.78847
3,t,1280000.0,SP,7.7,3.0,2.0,2.0,186.0,158.0,2014.0,-37.84143,145.08705
5,h,2400000.0,VB,7.7,5.0,2.0,0.0,633.0,,1939.0,-37.84115,145.0743
2,u,682000.0,S,7.7,2.0,1.0,1.0,1106.0,,1970.0,-37.83473,145.05698
4,h,2500000.0,VB,7.7,4.0,2.0,3.0,947.0,225.0,1930.0,-37.84403,145.09545
3,u,682000.0,S,7.7,3.0,1.0,2.0,2863.0,,,-37.83227,145.06325
2,u,600800.0,S,7.7,2.0,1.0,1.0,1625.0,1.0,1960.0,-37.84237,145.09257
3,h,920000.0,S,1.6,3.0,1.0,0.0,98.0,,,-37.79633,144.97269
2,h,1690000.0,S,3.5,2.0,1.0,1.0,173.0,,,-37.78829,144.97476
2,u,680000.0,S,10.1,2.0,1.0,1.0,145.0,,2010.0,-37.88866,145.06305
1,u,316000.0,PI,10.1,1.0,1.0,1.0,1978.0,,,-37.88506,145.06411
3,u,1151000.0,S,10.1,3.0,2.0,1.0,259.0,115.0,1995.0,-37.89178,145.0539
3,h,518000.0,PI,14.8,3.0,2.0,2.0,308.0,,,-37.73868,144.7325
3,h,625000.0,SP,31.2,3.0,2.0,1.0,379.0,170.0,1950.0,-38.07912,145.12965
3,h,480000.0,S,34.9,3.0,1.0,0.0,528.0,106.0,1981.0,-38.09798,145.18737
5,t,1050000.0,S,11.7,5.0,2.0,2.0,276.0,159.0,2011.0,-37.87883,145.09741
3,h,750000.0,PI,27.0,3.0,1.0,2.0,463.0,,,-38.05635,145.11836
5,h,835500.0,S,27.0,5.0,5.0,4.0,570.0,243.0,1990.0,-38.03335,145.13212
4,h,1740000.0,SP,17.9,4.0,2.0,2.0,721.0,283.0,2010.0,-37.9641,145.06547
2,u,560000.0,S,17.9,2.0,1.0,2.0,182.0,,,-37.96718,145.07681000000005
2,t,751000.0,S,17.9,2.0,1.0,1.0,171.0,,,-37.96304,145.06421
5,h,976000.0,S,17.5,5.0,3.0,2.0,537.0,,,-37.93759,145.10028
4,h,1662500.0,S,3.6,4.0,2.0,0.0,191.0,,,-37.79274,144.99863
2,u,591000.0,S,3.6,2.0,1.0,1.0,0.0,64.0,1970.0,-37.78791,145.00588
2,h,650000.0,SP,6.7,2.0,1.0,1.0,149.0,,1970.0,-37.74945,144.96737
4,h,1400000.0,S,6.7,4.0,2.0,2.0,426.0,165.0,1930.0,-37.74892,144.95758999999995
2,h,996000.0,S,6.7,2.0,1.0,1.0,476.0,97.0,1930.0,-37.73883,144.95321
1,u,430000.0,SP,6.7,1.0,1.0,1.0,103.0,,,-37.75287,144.97743
4,h,1011000.0,S,6.7,4.0,2.0,2.0,500.0,145.0,1930.0,-37.72165,144.95853
3,h,770000.0,S,6.7,3.0,1.0,1.0,520.0,,,-37.73323,144.98228
3,t,830000.0,S,6.7,3.0,2.0,2.0,275.0,142.0,2008.0,-37.73156,144.97087
3,h,455000.0,S,17.4,3.0,1.0,1.0,562.0,,,-37.66508,144.93506000000005
4,h,510000.0,PI,20.6,4.0,2.0,1.0,336.0,83.0,2014.0,-37.59392,144.89956
4,h,590000.0,S,20.6,4.0,2.0,2.0,512.0,200.71,2007.0,-37.58505,144.93591999999995
3,h,390000.0,S,20.6,3.0,1.0,1.0,301.0,109.0,2001.0,-37.58739,144.92619
4,h,500000.0,S,34.7,4.0,2.0,0.0,579.0,149.0,1990.0,-38.07202,145.27369
2,h,1150000.0,VB,23.0,2.0,1.0,2.0,1800.0,,,-37.79578,145.27461
3,h,745000.0,S,23.0,3.0,2.0,2.0,297.0,,,-37.79115,145.28337
3,h,928000.0,S,23.0,3.0,1.0,1.0,981.0,,,-37.78444,145.30267
4,h,1020000.0,S,23.0,4.0,2.0,2.0,560.0,253.0,,-37.77791,145.26912
4,u,617000.0,S,24.7,4.0,3.0,2.0,279.0,,2008.0,-37.96769000000001,145.21732
3,h,1420000.0,VB,12.4,3.0,1.0,2.0,721.0,130.0,1965.0,-37.79244,145.12021
3,h,1120000.0,S,14.3,3.0,1.0,1.0,725.0,,,-37.79509,145.15591
6,h,1655000.0,S,14.3,6.0,3.0,2.0,692.0,,,-37.7746,145.15141
3,t,970000.0,S,14.3,3.0,2.0,2.0,283.0,,,-37.78177,145.15818000000004
4,h,1225000.0,S,14.3,4.0,2.0,2.0,511.0,,1988.0,-37.77746,145.17161000000004
3,t,1120000.0,PI,14.3,3.0,2.0,2.0,253.0,253.0,,-37.7626,145.17126000000005
3,h,1460000.0,SP,14.3,3.0,1.0,2.0,660.0,117.0,1965.0,-37.77859,145.15755
4,h,500000.0,PI,25.9,4.0,2.0,2.0,550.0,,,-37.58279,145.12171999999995
4,h,531000.0,S,25.9,4.0,2.0,2.0,411.0,,,-37.6038,145.10958
3,h,508000.0,S,28.8,3.0,1.0,2.0,680.0,,,-37.99581,145.24098
3,h,450000.0,SP,28.8,3.0,1.0,0.0,585.0,85.0,1960.0,-37.99608,145.23587
4,h,3300000.0,S,8.9,4.0,2.0,3.0,1783.0,,,-37.76457,145.06555
4,u,700000.0,VB,27.0,4.0,2.0,2.0,320.0,,,-38.03227,145.11758999999995
2,u,834500.0,S,7.2,2.0,1.0,2.0,538.0,92.0,2005.0,-37.88295,145.00083
4,h,850000.0,PI,18.0,4.0,2.0,2.0,688.0,,,-37.70338,145.1333
4,h,920000.0,S,18.0,4.0,3.0,2.0,1503.0,209.0,1980.0,-37.70697,145.14105
5,h,850000.0,S,18.0,5.0,2.0,1.0,813.0,,,-37.7068,145.13232
2,u,930000.0,S,7.2,2.0,1.0,1.0,837.0,80.0,1930.0,-37.87307,144.98635
2,u,720000.0,S,7.2,2.0,1.0,2.0,797.0,90.0,1920.0,-37.87449,144.99059
3,t,1035000.0,S,7.2,3.0,2.0,2.0,0.0,111.0,2010.0,-37.87472,144.98235
3,h,1820000.0,S,7.2,3.0,2.0,3.0,144.0,,,-37.88617,144.9833
2,t,710000.0,S,7.2,2.0,1.0,1.0,0.0,,1980.0,-37.88465,144.99177
2,u,715000.0,S,7.2,2.0,1.0,1.0,795.0,80.0,2005.0,-37.88351,144.99202
2,h,655000.0,S,36.9,2.0,1.0,0.0,1000.0,81.79,1980.0,-37.93064,145.4453
3,h,630000.0,SP,28.5,3.0,2.0,2.0,581.0,128.0,1985.0,-37.98418,145.27178
5,h,1015000.0,SP,28.5,5.0,2.0,2.0,836.0,,1992.0,-37.98873,145.27019
3,h,676000.0,SP,28.5,3.0,2.0,3.0,810.0,114.0,1980.0,-37.98841,145.26001000000005
3,h,580000.0,S,28.5,3.0,1.0,8.0,665.0,,,-37.96837,145.25176000000005
4,h,658000.0,PI,19.6,4.0,2.0,2.0,571.0,200.0,1997.0,-37.63762,145.03538999999995
3,h,500000.0,S,19.6,3.0,2.0,2.0,321.0,130.0,2011.0,-37.63169,145.03135
3,h,560000.0,S,19.6,3.0,2.0,1.0,390.0,147.0,2007.0,-37.62882000000001,145.00978999999995
2,u,503000.0,S,19.6,2.0,2.0,2.0,214.0,115.0,2000.0,-37.65151,145.02815
2,u,468000.0,S,7.5,2.0,1.0,1.0,0.0,,,-37.75465,144.9107
3,t,1002000.0,S,7.5,3.0,2.0,2.0,292.0,,,-37.74093,144.89279
3,h,1315000.0,S,7.5,3.0,3.0,1.0,226.0,,,-37.75485,144.9119
2,u,550000.0,S,7.5,2.0,1.0,1.0,1032.0,,,-37.7498,144.91228
3,h,1875000.0,SP,7.5,3.0,1.0,2.0,828.0,,,-37.74473,144.90238
3,h,1800000.0,SP,5.7,3.0,1.0,2.0,697.0,112.0,1925.0,-37.77662,145.02288
3,h,661000.0,S,13.1,3.0,1.0,2.0,619.0,,,-37.71313,144.97248000000005
3,h,861000.0,S,24.8,3.0,2.0,1.0,720.0,162.0,1960.0,-37.87768,145.25918
3,h,760000.0,S,24.8,3.0,1.0,3.0,984.0,,,-37.89766,145.29185
4,h,890000.0,S,24.8,4.0,2.0,2.0,659.0,177.0,1992.0,-37.89508,145.27879
2,u,370000.0,VB,5.1,2.0,1.0,1.0,0.0,60.0,1960.0,-37.80474,144.9021
2,h,957000.0,S,5.1,2.0,1.0,0.0,148.0,,,-37.79462,144.89385
2,u,266000.0,S,38.0,2.0,1.0,1.0,0.0,,1968.0,-38.13275,145.13099
4,h,680000.0,VB,38.0,4.0,2.0,3.0,767.0,210.0,1980.0,-38.16147,145.14285
3,h,655000.0,SA,38.0,3.0,2.0,1.0,680.0,,,-38.14016,145.13583
3,h,570000.0,SP,36.9,3.0,1.0,4.0,632.0,104.0,1960.0,-38.11984,145.16208999999995
4,h,945000.0,S,38.0,4.0,2.0,2.0,694.0,265.0,2009.0,-38.16227,145.1208
2,u,450000.0,S,10.1,2.0,1.0,1.0,0.0,77.0,2010.0,-37.88937,145.04038
4,h,1908000.0,SP,7.3,4.0,1.0,1.0,702.0,,,-37.84914000000001,145.06421
2,t,955000.0,S,7.3,2.0,1.0,1.0,197.0,1.0,1970.0,-37.85448,145.0485
4,h,1200000.0,S,16.7,4.0,2.0,2.0,660.0,,,-37.88927,145.18548
3,h,1130000.0,S,16.7,3.0,1.0,1.0,836.0,,,-37.89928,145.1474
3,h,820000.0,S,11.2,3.0,1.0,4.0,650.0,135.0,1950.0,-37.70768,144.92586
3,h,760000.0,S,11.2,3.0,1.0,4.0,625.0,,,-37.69912,144.90996
3,h,680000.0,S,11.2,3.0,1.0,1.0,422.0,104.0,1960.0,-37.70425,144.93164
3,h,629500.0,S,11.2,3.0,1.0,1.0,610.0,,,-37.69865,144.91733
3,h,900000.0,SP,12.9,3.0,2.0,2.0,453.0,,,-37.70606,144.89412
4,h,770000.0,PI,16.1,4.0,2.0,2.0,789.0,169.0,1975.0,-37.69646,145.12163
4,h,887500.0,S,16.1,4.0,2.0,2.0,737.0,,,-37.68433,145.11018
4,h,900000.0,S,16.1,4.0,3.0,1.0,807.0,190.0,1975.0,-37.70077,145.12743
3,h,860000.0,S,11.2,3.0,2.0,2.0,591.0,,,-37.71177,144.94781
2,u,580000.0,S,5.3,2.0,1.0,1.0,0.0,,,-37.83197,145.04306
2,u,840000.0,S,5.3,2.0,1.0,1.0,974.0,,1960.0,-37.81494,145.01744
3,h,1460000.0,S,5.3,3.0,1.0,1.0,259.0,,,-37.81628,145.02125
2,u,400000.0,VB,6.2,2.0,1.0,1.0,0.0,,1955.0,-37.82465,145.05092
3,h,901000.0,S,21.3,3.0,2.0,2.0,678.0,,1975.0,-37.83637,145.24246000000005
3,t,835000.0,VB,8.9,3.0,2.0,2.0,161.0,135.0,2010.0,-37.74897,145.07023999999996
3,h,1257000.0,S,16.0,3.0,1.0,2.0,572.0,,,-37.9526,145.04207
3,t,1200000.0,S,16.0,3.0,1.0,2.0,269.0,125.0,2000.0,-37.94775,145.02379
3,t,1030000.0,PI,16.0,3.0,2.0,2.0,240.0,180.0,2006.0,-37.9461,145.02432
3,h,1260000.0,S,16.0,3.0,1.0,0.0,642.0,,,-37.94691,145.04935
4,t,1200000.0,S,16.0,4.0,2.0,2.0,304.0,183.0,2007.0,-37.94633,145.04947
2,h,1150000.0,PI,16.0,2.0,1.0,2.0,591.0,100.0,1950.0,-37.94763,145.02716999999996
3,u,485000.0,S,18.0,3.0,2.0,2.0,345.0,,2005.0,-37.70428,144.74705
4,h,618350.0,S,18.0,4.0,2.0,2.0,542.0,221.0,2009.0,-37.68104,144.74608
3,h,540000.0,S,18.4,3.0,2.0,2.0,580.0,200.0,1990.0,-37.87447,144.66771
3,h,990000.0,VB,12.3,3.0,1.0,2.0,628.0,,1965.0,-37.90904000000001,145.10903000000005
4,h,2250000.0,VB,7.8,4.0,2.0,2.0,1011.0,,,-37.76231,145.05138
4,h,2530000.0,VB,7.8,4.0,2.0,0.0,637.0,306.0,1936.0,-37.77671,145.04005
3,h,620500.0,S,14.0,3.0,1.0,4.0,764.0,,,-37.68907,144.91459
4,h,1475000.0,PI,11.7,4.0,2.0,2.0,988.0,,,-37.75166,144.87552
3,h,750000.0,S,10.4,3.0,2.0,2.0,761.0,222.0,1980.0,-37.72224,144.85738999999995
5,h,765000.0,SP,10.4,5.0,3.0,4.0,650.0,178.0,1970.0,-37.72285,144.86073000000005
2,u,445000.0,SP,3.4,2.0,1.0,1.0,1775.0,59.0,,-37.79818,144.92685
2,u,501000.0,SP,3.4,2.0,1.0,1.0,3957.0,,2008.0,-37.79741,144.92614
3,h,1060000.0,S,3.4,3.0,1.0,0.0,190.0,,,-37.7956,144.92779
3,t,1405000.0,S,5.4,3.0,2.0,2.0,325.0,129.0,1980.0,-37.81614,145.05056000000005
4,h,3015000.0,S,5.4,4.0,2.0,2.0,813.0,276.0,1970.0,-37.80437,145.01725
3,h,1500000.0,S,7.3,3.0,2.0,2.0,446.0,,,-37.79589,145.05223
3,h,745000.0,SP,25.2,3.0,1.0,4.0,540.0,108.0,1980.0,-37.9884,145.15925
3,h,725000.0,S,25.2,3.0,2.0,4.0,553.0,,,-37.99432,145.16143
1,u,216000.0,SP,6.4,1.0,1.0,1.0,0.0,,,-37.80893,144.87878
5,h,1070000.0,SP,23.3,5.0,2.0,2.0,726.0,,,-37.88309,145.24917
3,h,375000.0,SP,31.7,3.0,2.0,1.0,637.0,131.0,1980.0,-37.66195,144.59785
2,u,444000.0,S,16.3,2.0,1.0,1.0,277.0,100.0,1980.0,-37.66612,145.0008
3,h,544000.0,S,16.3,3.0,1.0,2.0,534.0,129.0,1960.0,-37.67024,145.03644
3,h,580500.0,S,16.3,3.0,1.0,1.0,532.0,934.0,1980.0,-37.66101,145.02568
4,h,710000.0,S,16.3,4.0,1.0,1.0,627.0,,1970.0,-37.66781,145.00926
3,h,700000.0,SP,16.3,3.0,1.0,2.0,625.0,,,-37.67427,145.02961000000005
3,h,565500.0,S,41.0,3.0,2.0,2.0,361.0,,,-38.13673,145.21616
4,h,1129000.0,S,14.6,4.0,2.0,2.0,792.0,,,-37.72608,145.12115
3,t,670000.0,SP,6.4,3.0,2.0,2.0,159.0,128.0,2016.0,-37.78502,144.86733
4,t,821000.0,S,6.4,4.0,3.0,2.0,294.0,151.0,2014.0,-37.78133,144.86768
3,t,360000.0,SP,17.4,3.0,1.0,1.0,154.0,108.0,2008.0,-37.64992,144.91883
3,h,510000.0,SP,17.4,3.0,1.0,1.0,670.0,101.0,1960.0,-37.65168,144.91868
2,u,565000.0,S,0.0,2.0,1.0,0.0,89.0,85.0,2003.0,-37.80802,144.96168
2,u,540000.0,PI,0.0,2.0,1.0,0.0,0.0,,1950.0,-37.81351,144.96908
3,h,300000.0,S,29.8,3.0,1.0,1.0,585.0,,,-37.71195,144.57235
3,h,385000.0,S,29.8,3.0,1.0,2.0,670.0,124.0,1975.0,-37.70228,144.57688000000005
4,h,427500.0,S,31.7,4.0,1.0,2.0,865.0,129.92,1980.0,-37.67396,144.55784
2,u,641000.0,S,20.0,2.0,1.0,1.0,0.0,,,-37.97836,145.07303000000005
3,h,668000.0,S,17.9,3.0,2.0,1.0,555.0,196.0,1990.0,-37.6764,145.05085
3,h,650000.0,PI,17.9,3.0,2.0,1.0,661.0,141.0,1990.0,-37.66898,145.07209
2,h,490000.0,S,17.9,2.0,1.0,2.0,374.0,100.0,,-37.6745,145.05491
4,h,800000.0,S,17.9,4.0,2.0,2.0,674.0,,,-37.65639,145.06518
5,h,955000.0,S,17.9,5.0,2.0,5.0,698.0,,1995.0,-37.66683,145.07751000000005
3,h,635000.0,S,17.9,3.0,1.0,2.0,528.0,,,-37.66726,145.05819
3,t,943000.0,S,10.2,3.0,1.0,1.0,248.0,,2000.0,-37.82335,145.11358
4,h,1400000.0,PI,6.2,4.0,2.0,1.0,375.0,200.0,1930.0,-37.76261,144.93249
3,h,1245000.0,S,6.2,3.0,1.0,0.0,234.0,,1914.0,-37.76321,144.91958
3,t,920000.0,S,14.3,3.0,2.0,2.0,230.0,,,-37.93793,145.04048
3,h,696000.0,S,26.5,3.0,1.0,2.0,886.0,120.0,1960.0,-37.7753,145.31266000000005
2,u,600000.0,S,21.5,2.0,1.0,1.0,0.0,,1967.0,-38.00765,145.0935
3,h,1635000.0,S,14.2,3.0,1.0,2.0,720.0,,1960.0,-37.87735,145.13357
3,h,1406000.0,S,14.2,3.0,2.0,2.0,660.0,133.0,1960.0,-37.86198,145.139
4,h,1640000.0,S,14.2,4.0,2.0,2.0,811.0,,,-37.85858,145.12053
3,h,9000000.0,PI,18.8,3.0,1.0,1.0,744.0,117.0,1960.0,-37.93168,145.16126
3,h,1001000.0,S,18.8,3.0,1.0,2.0,727.0,168.0,1970.0,-37.9128,145.16152
4,h,1030000.0,S,18.8,4.0,2.0,2.0,492.0,,,-37.92299000000001,145.19156
2,u,540000.0,VB,10.1,2.0,1.0,1.0,80.0,67.0,1970.0,-37.89563,145.06992
2,u,910000.0,S,10.1,2.0,1.0,2.0,402.0,106.0,1970.0,-37.89801,145.07103999999995
1,u,295000.0,PI,10.1,1.0,1.0,1.0,0.0,45.0,1970.0,-37.89022,145.07333
3,h,1965000.0,S,10.1,3.0,2.0,3.0,926.0,58.0,,-37.88800000000001,145.07123
3,t,950000.0,SP,6.2,3.0,2.0,2.0,211.0,,,-37.83712,144.86686
2,u,582000.0,SP,6.2,2.0,1.0,1.0,963.0,86.0,2012.0,-37.84212,144.88211
3,h,695000.0,S,22.7,3.0,1.0,1.0,671.0,142.0,1950.0,-37.962,145.18035
3,u,681000.0,S,1.8,3.0,1.0,1.0,1843.0,,1960.0,-37.79773,144.94611
2,h,1803000.0,SP,1.8,2.0,2.0,0.0,119.0,,,-37.80304,144.95614
2,h,950000.0,SP,5.3,2.0,1.0,0.0,114.0,,,-37.78024,144.99289
3,h,1610000.0,S,5.3,3.0,1.0,4.0,693.0,,,-37.76433,145.00813
4,h,1515000.0,S,5.3,4.0,1.0,2.0,318.0,161.0,1920.0,-37.7631,144.99884
2,u,725000.0,S,15.4,2.0,1.0,2.0,848.0,,,-37.82577,145.17896000000005
3,u,813000.0,S,15.4,3.0,2.0,2.0,266.0,134.0,2001.0,-37.82923,145.1744
2,t,545000.0,PI,11.2,2.0,1.0,1.0,0.0,80.0,2013.0,-37.71652,144.92268
4,h,1300000.0,PI,11.2,4.0,2.0,2.0,866.0,175.0,1960.0,-37.71979,144.92341000000005
4,h,1260000.0,S,11.2,4.0,2.0,2.0,656.0,204.0,1960.0,-37.71652,144.91211
4,h,921000.0,S,11.2,4.0,1.0,4.0,550.0,,1950.0,-37.7204,144.9143
3,h,1250000.0,S,15.5,3.0,1.0,2.0,680.0,,,-37.9123,145.09736999999996
3,h,840000.0,PI,15.5,3.0,1.0,4.0,601.0,,,-37.93869,145.08441000000005
5,h,1350000.0,VB,21.5,5.0,2.0,2.0,653.0,,,-37.99336,145.08953
2,u,541000.0,S,8.5,2.0,1.0,1.0,133.0,,,-37.72136,144.92932
2,u,565000.0,S,8.5,2.0,1.0,2.0,189.0,,1980.0,-37.73199,144.93395
3,h,840000.0,PI,8.5,3.0,1.0,1.0,438.0,,,-37.71962,144.94756
3,h,940000.0,SP,8.5,3.0,1.0,1.0,559.0,109.0,1955.0,-37.7327,144.92966
4,h,620000.0,S,14.7,4.0,2.0,2.0,448.0,238.0,2011.0,-37.91269000000001,144.73946
4,h,801000.0,S,14.7,4.0,2.0,2.0,628.0,,,-37.90622000000001,144.74946
2,h,1722500.0,S,3.5,2.0,1.0,0.0,101.0,75.0,1900.0,-37.83446,144.94021
3,h,2730000.0,S,3.5,3.0,1.0,1.0,324.0,,,-37.83789,144.93833999999995
3,h,1030000.0,S,3.5,3.0,1.0,0.0,130.0,,,-37.83424,144.94572
2,u,520000.0,PI,4.6,2.0,2.0,1.0,1111.0,,2012.0,-37.84968,144.99389
4,h,1485000.0,S,8.4,4.0,1.0,2.0,509.0,202.0,1920.0,-37.74684,144.9933
7,h,1350000.0,SP,8.4,7.0,3.0,4.0,530.0,,,-37.73526,144.99508
3,h,905000.0,PI,8.4,3.0,1.0,1.0,473.0,,,-37.73379,144.99053999999995
3,h,1045000.0,S,8.4,3.0,1.0,2.0,520.0,,,-37.75371,145.01963999999995
4,h,905000.0,S,12.0,4.0,1.0,2.0,870.0,,,-37.70433,145.02068
2,h,875000.0,S,12.0,2.0,1.0,2.0,519.0,,,-37.73019,145.01712
3,h,670000.0,S,12.0,3.0,2.0,1.0,536.0,,1970.0,-37.69505,144.98126000000005
3,h,605000.0,SP,12.0,3.0,1.0,1.0,540.0,,,-37.69372,144.98058
2,t,672000.0,S,12.0,2.0,1.0,1.0,243.0,120.0,2012.0,-37.71045,145.0018
2,u,660000.0,SA,2.4,2.0,1.0,1.0,4422.0,,,-37.82009,145.0038
3,h,1310000.0,S,2.4,3.0,1.0,1.0,209.0,,1920.0,-37.81179,145.00351
2,u,666000.0,S,2.4,2.0,1.0,1.0,0.0,60.0,,-37.8211,144.99896
1,u,330000.0,VB,2.4,1.0,1.0,1.0,0.0,43.7,1970.0,-37.81317,145.00834
2,u,927000.0,S,2.4,2.0,1.0,2.0,0.0,,2000.0,-37.83305,144.99745
2,u,575500.0,S,2.4,2.0,1.0,1.0,0.0,,,-37.82328,144.99203
3,h,1400000.0,S,21.3,3.0,2.0,4.0,941.0,97.0,1950.0,-37.81289,145.24213
5,h,850000.0,VB,19.9,5.0,3.0,2.0,651.0,,,-37.79682,145.21731
4,h,1005000.0,S,19.9,4.0,2.0,2.0,785.0,,,-37.79465,145.2244
2,u,558500.0,SP,7.2,2.0,1.0,1.0,1453.0,63.0,1970.0,-37.87827,144.99752
3,h,393200.0,S,20.6,3.0,1.0,1.0,400.0,,,-37.62464,144.9345
3,h,460000.0,S,20.6,3.0,2.0,3.0,266.0,153.0,2000.0,-37.63544,144.93274
3,h,490000.0,S,20.6,3.0,2.0,2.0,400.0,143.0,1996.0,-37.62584,144.92506
4,h,1660000.0,S,15.2,4.0,2.0,2.0,390.0,235.0,2004.0,-37.96,145.02068
4,h,1235000.0,S,15.2,4.0,2.0,2.0,404.0,165.0,1925.0,-37.95882,145.02138
4,h,590000.0,S,15.5,4.0,2.0,2.0,531.0,,,-37.87896,144.75473
4,h,870000.0,S,35.4,4.0,2.0,2.0,771.0,160.0,1965.0,-38.10052,145.13397
4,h,880000.0,S,35.4,4.0,2.0,2.0,535.0,199.0,1970.0,-38.09683,145.12981000000005
1,u,312000.0,S,11.0,1.0,1.0,0.0,0.0,,,-37.86007,144.84578
2,h,945000.0,SP,5.1,2.0,1.0,1.0,126.0,65.0,1890.0,-37.80473,144.89095
3,t,730000.0,S,6.2,3.0,2.0,2.0,340.0,135.0,2000.0,-37.83172,144.86683
3,h,2200000.0,VB,1.9,3.0,2.0,1.0,195.0,,1857.0,-37.83381,144.96287
2,h,980000.0,VB,1.9,2.0,1.0,0.0,64.0,112.0,2000.0,-37.83326,144.95463999999996
4,h,561000.0,SP,20.5,4.0,2.0,1.0,229.0,156.0,,-37.62614,145.06723
4,h,612000.0,S,20.5,4.0,2.0,2.0,617.0,,,-37.65621,145.0939
3,h,690000.0,S,20.5,3.0,2.0,4.0,806.0,,1985.0,-37.65498,145.08712
2,u,1090000.0,S,2.7,2.0,2.0,2.0,17200.0,,2000.0,-37.83613,144.99661
2,u,570000.0,VB,2.7,2.0,1.0,1.0,0.0,64.0,1965.0,-37.84679000000001,145.00206
1,u,555000.0,S,2.7,1.0,1.0,1.0,0.0,,,-37.83631,145.00181
2,u,732000.0,S,0.7,2.0,1.0,0.0,3901.0,,1996.0,-37.82618,144.96891000000005
1,u,481000.0,S,5.0,1.0,1.0,1.0,0.0,,1940.0,-37.85984000000001,144.9867
2,u,600000.0,VB,5.0,2.0,1.0,1.0,0.0,82.0,1930.0,-37.85911,144.97899999999996
2,u,360000.0,SP,31.7,2.0,1.0,1.0,143.0,112.0,1999.0,-37.57063,144.70693
4,h,597000.0,S,31.7,4.0,2.0,4.0,939.0,,1977.0,-37.57816,144.73431000000005
3,h,475000.0,S,31.7,3.0,1.0,4.0,754.0,131.0,1985.0,-37.58442,144.75565
3,h,495000.0,S,31.7,3.0,2.0,2.0,563.0,150.0,1994.0,-37.57499,144.75329
3,h,695000.0,S,10.5,3.0,1.0,0.0,694.0,113.6,1950.0,-37.78871,144.81368999999995
3,h,760000.0,S,10.5,3.0,1.0,2.0,1143.0,100.0,1980.0,-37.79135,144.79948000000005
